Filename,intelligent,low name,low value,high name,high value,dif
049463.jpg,6.72970609639,163099.jpg,3.70384725874,049463.jpg,6.72970609639,3.02585883765
037725.jpg,6.7301228156,052930.jpg,3.81347757309,037725.jpg,6.7301228156,2.9166452425099996
071237.jpg,6.732714539880001,109934.jpg,3.8656030226399998,071237.jpg,6.732714539880001,2.867111517240001
137390.jpg,6.73307195993,096298.jpg,3.8809867887300005,137390.jpg,6.73307195993,2.8520851711999997
159276.jpg,6.7350719216299995,024915.jpg,3.8963426615,159276.jpg,6.7350719216299995,2.8387292601299996
152961.jpg,6.73820943963,042807.jpg,3.9070427127900005,152961.jpg,6.73820943963,2.83116672684
000583.jpg,6.741268059809999,110128.jpg,3.9162491301899998,000583.jpg,6.741268059809999,2.8250189296199997
179018.jpg,6.74355387594,109551.jpg,3.9285550345099995,179018.jpg,6.74355387594,2.8149988414300005
163771.jpg,6.74405209992,032883.jpg,3.9368371629300003,163771.jpg,6.74405209992,2.80721493699
039937.jpg,6.744393221519999,117268.jpg,3.94753443018,039937.jpg,6.744393221519999,2.796858791339999
000787.jpg,6.7454124895700005,021977.jpg,3.95067926852,000787.jpg,6.7454124895700005,2.7947332210500004
085422.jpg,6.74686627268,127601.jpg,3.9533036722800006,085422.jpg,6.74686627268,2.7935626003999996
076294.jpg,6.74719787105,083021.jpg,3.99648688387,076294.jpg,6.74719787105,2.75071098718
162469.jpg,6.74972422054,121771.jpg,3.99721118286,162469.jpg,6.74972422054,2.75251303768
071356.jpg,6.75358274152,161851.jpg,4.00054094122,071356.jpg,6.75358274152,2.7530418003
192702.jpg,6.753996139600001,044828.jpg,4.02583832088,192702.jpg,6.753996139600001,2.7281578187200006
174884.jpg,6.75489995155,142336.jpg,4.02761553024,174884.jpg,6.75489995155,2.7272844213099994
194895.jpg,6.75686269872,101536.jpg,4.02950615334,194895.jpg,6.75686269872,2.72735654538
128486.jpg,6.7599943511800005,086011.jpg,4.03213078278,128486.jpg,6.7599943511800005,2.7278635684
050911.jpg,6.760664863400001,038546.jpg,4.033863087019999,050911.jpg,6.760664863400001,2.726801776380001
056268.jpg,6.76112301533,053836.jpg,4.035503590909999,056268.jpg,6.76112301533,2.7256194244200005
050181.jpg,6.761172513919999,009366.jpg,4.038805497119999,050181.jpg,6.761172513919999,2.7223670168
185318.jpg,6.766248330340001,112905.jpg,4.05901344754,185318.jpg,6.766248330340001,2.707234882800001
121746.jpg,6.76811122607,150642.jpg,4.065263247330001,121746.jpg,6.76811122607,2.7028479787399995
106212.jpg,6.76888573778,065232.jpg,4.07423567811,106212.jpg,6.76888573778,2.69465005967
081489.jpg,6.77237743235,093163.jpg,4.07865594128,081489.jpg,6.77237743235,2.69372149107
173396.jpg,6.77245920984,035639.jpg,4.083672428530001,173396.jpg,6.77245920984,2.6887867813099993
004685.jpg,6.77271064703,123983.jpg,4.08477602246,004685.jpg,6.77271064703,2.6879346245700004
063159.jpg,6.77346273365,143885.jpg,4.09156994993,063159.jpg,6.77346273365,2.6818927837199995
112288.jpg,6.776772682030001,114696.jpg,4.09715171727,112288.jpg,6.776772682030001,2.6796209647600007
056415.jpg,6.77694332944,123211.jpg,4.10046296784,056415.jpg,6.77694332944,2.6764803615999995
075545.jpg,6.77743471903,013619.jpg,4.10268846359,075545.jpg,6.77743471903,2.6747462554400006
184698.jpg,6.77815208673,033133.jpg,4.10547167842,184698.jpg,6.77815208673,2.6726804083099998
126944.jpg,6.77860338723,135507.jpg,4.10787514048,126944.jpg,6.77860338723,2.6707282467500004
031298.jpg,6.779364595700001,168531.jpg,4.10968748496,031298.jpg,6.779364595700001,2.6696771107400004
199978.jpg,6.78041071979,075690.jpg,4.10976950341,199978.jpg,6.78041071979,2.67064121638
123673.jpg,6.781398068400001,074454.jpg,4.11048489499,123673.jpg,6.781398068400001,2.6709131734100007
138013.jpg,6.78152847879,053640.jpg,4.1132667063,138013.jpg,6.78152847879,2.66826177249
128323.jpg,6.78233080842,177811.jpg,4.114950703440001,128323.jpg,6.78233080842,2.6673801049799994
006515.jpg,6.783825266419999,050120.jpg,4.12420699794,006515.jpg,6.783825266419999,2.659618268479999
146292.jpg,6.7838569016,016460.jpg,4.1299965379,146292.jpg,6.7838569016,2.6538603637
034323.jpg,6.784390977619999,064613.jpg,4.13146049743,034323.jpg,6.784390977619999,2.6529304801899993
150722.jpg,6.786273524279999,039432.jpg,4.132262396690001,150722.jpg,6.786273524279999,2.6540111275899987
068342.jpg,6.7937006132899995,177744.jpg,4.13994018338,068342.jpg,6.7937006132899995,2.6537604299099993
029562.jpg,6.795430637230001,105114.jpg,4.142875463,029562.jpg,6.795430637230001,2.6525551742300006
149294.jpg,6.795901314019999,109095.jpg,4.1485509366699995,149294.jpg,6.795901314019999,2.6473503773499996
118682.jpg,6.7995573041299995,109885.jpg,4.15025511899,118682.jpg,6.7995573041299995,2.64930218514
104409.jpg,6.79971171158,126710.jpg,4.152800141969999,104409.jpg,6.79971171158,2.6469115696100003
008261.jpg,6.80167361572,046154.jpg,4.15481011333,008261.jpg,6.80167361572,2.6468635023900005
189698.jpg,6.80220270158,012087.jpg,4.15648681215,189698.jpg,6.80220270158,2.64571588943
171978.jpg,6.80278987984,014145.jpg,4.159506338,171978.jpg,6.80278987984,2.64328354184
144505.jpg,6.80468984109,043932.jpg,4.160572515869999,144505.jpg,6.80468984109,2.6441173252200008
044304.jpg,6.804774012469999,039152.jpg,4.16161040149,044304.jpg,6.804774012469999,2.6431636109799994
058057.jpg,6.80711191027,125949.jpg,4.164967733319999,058057.jpg,6.80711191027,2.6421441769500005
085923.jpg,6.8114092163499995,031902.jpg,4.16763307736,085923.jpg,6.8114092163499995,2.64377613899
080038.jpg,6.813050705469999,152827.jpg,4.17148236166,080038.jpg,6.813050705469999,2.6415683438099995
168056.jpg,6.815813164500001,162146.jpg,4.1728798665,168056.jpg,6.815813164500001,2.642933298000001
080831.jpg,6.81786240851,198542.jpg,4.17406962199,080831.jpg,6.81786240851,2.6437927865199997
097889.jpg,6.8185334514100004,061169.jpg,4.18054794843,097889.jpg,6.8185334514100004,2.6379855029800003
016996.jpg,6.8254896919800006,003955.jpg,4.18072648709,016996.jpg,6.8254896919800006,2.6447632048900003
036485.jpg,6.826397092740001,119884.jpg,4.18368880435,036485.jpg,6.826397092740001,2.6427082883900006
028685.jpg,6.82683449959,074798.jpg,4.18418412196,028685.jpg,6.82683449959,2.6426503776300008
039713.jpg,6.8302795954999995,059711.jpg,4.1853718656400005,039713.jpg,6.8302795954999995,2.644907729859999
199033.jpg,6.83471384081,200396.jpg,4.18622623361,199033.jpg,6.83471384081,2.6484876072
112772.jpg,6.83599380211,028928.jpg,4.18778412302,112772.jpg,6.83599380211,2.64820967909
066620.jpg,6.836843042230001,172533.jpg,4.18907363735,066620.jpg,6.836843042230001,2.647769404880001
014569.jpg,6.837277128309999,080249.jpg,4.19202743182,014569.jpg,6.837277128309999,2.6452496964899996
070115.jpg,6.838281384530001,105383.jpg,4.19396876956,070115.jpg,6.838281384530001,2.6443126149700014
105137.jpg,6.84003731337,049366.jpg,4.19413330121,105137.jpg,6.84003731337,2.64590401216
056451.jpg,6.84132560028,094963.jpg,4.2003472015,056451.jpg,6.84132560028,2.6409783987800006
051409.jpg,6.848032771510001,166754.jpg,4.20229030268,051409.jpg,6.848032771510001,2.645742468830001
110328.jpg,6.849058674580001,028372.jpg,4.20404129615,110328.jpg,6.849058674580001,2.6450173784300013
038318.jpg,6.85044264803,037785.jpg,4.206466084700001,038318.jpg,6.85044264803,2.643976563329999
085594.jpg,6.851401653049999,003364.jpg,4.2087804391,085594.jpg,6.851401653049999,2.642621213949999
058879.jpg,6.85141824484,154044.jpg,4.21111192799,058879.jpg,6.85141824484,2.6403063168499994
024791.jpg,6.85342276388,055914.jpg,4.21318150945,024791.jpg,6.85342276388,2.6402412544300002
145925.jpg,6.85604918362,127983.jpg,4.2147096669,145925.jpg,6.85604918362,2.6413395167199996
199020.jpg,6.85648597074,060740.jpg,4.21476781209,199020.jpg,6.85648597074,2.64171815865
150350.jpg,6.8691347803900005,085089.jpg,4.21832530251,150350.jpg,6.8691347803900005,2.65080947788
190600.jpg,6.8732831687000004,038322.jpg,4.22124625629,190600.jpg,6.8732831687000004,2.6520369124100007
118144.jpg,6.875843161789999,008523.jpg,4.22255510043,118144.jpg,6.875843161789999,2.6532880613599987
113767.jpg,6.880277460019999,077169.jpg,4.223405721000001,113767.jpg,6.880277460019999,2.6568717390199987
153478.jpg,6.88591528787,005050.jpg,4.22558433799,153478.jpg,6.88591528787,2.6603309498799996
023049.jpg,6.88673595773,031716.jpg,4.22588260849,023049.jpg,6.88673595773,2.66085334924
065323.jpg,6.88839005921,060715.jpg,4.22888810314,065323.jpg,6.88839005921,2.6595019560699997
030503.jpg,6.8909324046,064732.jpg,4.23156531387,030503.jpg,6.8909324046,2.65936709073
170533.jpg,6.899800695950001,057625.jpg,4.23356541575,170533.jpg,6.899800695950001,2.6662352802000004
119973.jpg,6.92438304986,015452.jpg,4.235549317469999,119973.jpg,6.92438304986,2.688833732390001
048695.jpg,6.9368482058000005,153222.jpg,4.23787973984,048695.jpg,6.9368482058000005,2.69896846596
090642.jpg,6.94186717717,072461.jpg,4.23921294119,090642.jpg,6.94186717717,2.70265423598
051703.jpg,6.957173589460001,095852.jpg,4.23945013926,051703.jpg,6.957173589460001,2.717723450200001
126139.jpg,6.96348442647,150724.jpg,4.23967892411,126139.jpg,6.96348442647,2.7238055023600003
059098.jpg,6.96369948916,074857.jpg,4.240413630369999,059098.jpg,6.96369948916,2.7232858587900006
062871.jpg,6.96779279406,007225.jpg,4.2425065256400005,062871.jpg,6.96779279406,2.7252862684199997
033658.jpg,6.98410604762,018507.jpg,4.24424070796,033658.jpg,6.98410604762,2.7398653396599997
197796.jpg,7.000392218710001,079458.jpg,4.24701554623,197796.jpg,7.000392218710001,2.753376672480001
081442.jpg,7.00682596235,170981.jpg,4.24742232864,081442.jpg,7.00682596235,2.75940363371
166652.jpg,7.0296784784,130002.jpg,4.24913265181,166652.jpg,7.0296784784,2.78054582659
167745.jpg,7.0568097243,057696.jpg,4.2501047346,167745.jpg,7.0568097243,2.8067049897
186784.jpg,7.06167189709,120211.jpg,4.25011197615,186784.jpg,7.06167189709,2.8115599209399997
